Yorum,Label
akıl almaz derecede yavaş sık sık donuyor derece mesela facebooktayken arama gelse mümkün değil yetişemiyor yüzden resmen dostlarla aramız bozulacak olumlu yorumları okurken aynı cihazdan bahsediyoruz düşünüyorum ancak kamerası güzel harika kaliteli resimler çekiyor instagrama yüklemek mübalağasız 10 dakikayı buluyor başka telefon alacağım sonunda,0
5 ay önce anneme almıştım ilk zamanlar sıkıntı yoktu fakat telefonda uygulama olmamasına rağmen kasıyor kesinlikle vestel’in telefonunu onermıyorum kadar yüksek bir ram i olmasına rağmen inanılmaz kasıyor pili uzun ömürlü değil,0
çin malı çakma telefonlar kadar kötü fotoğraf çekiyor16 mpiksel yazmışlar yalannnnn8 mpiksel lg telefonum var net çekiyortürk malı alayım diyerek aldımpişmanımfotoğraf alıyorsanız almayın,0
kötü bir ürün asla tavsiye etmiyoruz,0
1 yıl dayanmadı ıdare eder demıcem cunku etmedı heryerınde bı arza cıktı servısı cok ıyı onun harıncınde alt sevıye bır telefon genç işi deıl telefonu kullananlar ıcın ıdael olabilir,0
eline fazla telefon almayan olarak şarjı bir gün bile gitmiyor telefon çabuk ısınıyo beğenmedim,0
5 para etmez,0
telefon konusunda büyük hatam vestel güvenip markadan almak oldu 2 tane telefonun görüntü ses kalitesi kötü ötesi sürekli ısınma problemi taşatan aşırı ısınma uyarısı veren bir telefon insan bataryası patlayacak korkuyor ayrıca hatayı seferinde kullanıcıya çıkaran başka bir marka görmedim telefonu garantiye göndermek ayrı bir skandal telefonu garantiye göndermek istediğimde ayrı bir zorluk çıkardılar kendinize paranıza yazık etmeyin,0
arkadaşlar ben alırken özelliklerine bakıp aldım pişman oldum telefonda aşırı ısınma var durduk yere sizi uygulamalardan atabiliyor kulaklığı çabuk sürede bozuldu şarj cihazı bozuldu alalı 1 sene dahi olmadı oyun oynamak isterseniz aynı özellikteki telefonlara göre aşırı kasma oluyo telefonu kullanırken kendiliğinden yeniden başlatıyor sanırım sadece modelin sıkıntısı rehberden atıyo araştırabilirsiniz bunu nette aynı sorunla karşılaşan kişiler bulabilirsiniz play store dan rehber uygulaması indirdim onu kullanıyorum kamerası kesinlikle 16 mp değil hiçbir özelliği yok normal bir şekilde kullanılıyo hafıza sıkıntısı var sd kart dahili hafızaya eklenmiyor diyeceğim pişman olmasam kadar yazı yazmaya uğraşmazdım almanızı tavsiye etmem,0
bi yorum yapanın dediği kağıt üzerinde özellikleri iyi kadarda oyun performansı yok ek olarak alalı 1 5 sene falan oldu düşürmedim değil kabul telefonu 4 5 düşürdüm mikrofon gitti ek olarak düzenli periyodla açılıp kapanıyor telefon teknik servise götürdüm bakalım olacak,0
telefonu yerli üretim olması burada yapılan yorumlara dayanarak aldım bir yıl sorunsuz çalıştı bir gün telefon dondu bir açılmadı vestel yetkili servisi aracılığıyla güven üssü denilen bir yere gönderildi telefonun anakartı dahil olmak üzere dört parçası değiştirilip gönderildi tabi arada telefondaki rehber diğer bilgiler uçtu gitti servisten geldikten bir ay sonra telefon yine dondu bir gün sonra tam servise gönderme hazırlığı yaparken kendiliğinden tekrar açıldı artık telefon yüzünden vestel markası gözümde tamamen sıfır oldu artık telefonu güvenip kullanamam risk seviyorsanız alabilirsiniz ben tavsiye etmiyorum,0
kesinlikle önermiyorumaldığınız ürünün arızalı çıkma şansı 50 şaka yapmıyorumyeni aldığım üründe telefon kendini kapatıyor sık sıkyetmedi güncelleme falan geldi yaptık sorun çıktı birçokyazık kadar ümitle aldık,0
beş para etmez kalitesiz sadece pil gücü yüksek oda alım etken değil,0
bozulana kadar sıkıntı yok bozulursa servis 0 6 yolladım problemi çözemediler,0
devamlı arıza çıkartıyor rehber e girmiyor arama yapmıyor hafıza kartını görmüyor kendi kendine açılıp kapanıyor bir sürü insanın sabrını zorluyor uzak durulması gerekir,0
vestel cihazlarında 5 yıl garanti vermezse bir vestel telefon almam 2 yıl sonunda garantisi bittikten bir ay sonra anakart arızası verdi tamir 475 lira para istiyorlar değmez ev tam bir vestel telefon çöplüğü oldu abime v3 5580 aldım onunda anakartı bozuldu çöp oldu kızıma v3 5040 aldım camı kırıldı 250 300 lira para istiyorlar oda cöp oldu anneme v3 5000 aldım anakart bozuldu oda oldu çöp hanımda oğlanda venüs e3 var onlarda illallah ediyor kameraları beş para etmez bir vestel almam aldırmam,0
rehbere giremiyorum arama sorunu oluyor çift yönlü flaşbellek leri okumuyor yüzden tavsiye etmiyırum,0
ürünü hesaplı hemde yerli malı aldımbelki beklentilerin cogunu karşılaştırancak telefonlarda kronik kendiliğinden kapanma sorunu vartam lazım olacakken kapandığı olduoyüzden tavsiye etmiyorum,0
garantisi doldu bir hafta sonra anakart yandı arayüzü berbat kamerası berbat yerli malı dedik yaya kaldık,0
sakın almayın tel bir sene gectik ten sonra sarj tutmuyor kucuk oyunda bile ısınıyor sarjı yuzde sıfıra dusuyor aldığıma bin pişmanım yazın ilk işim satmak vestelin z modeleri tam telefon olmus v3serisi cop,0
1 yil olmadan sarj tutmamaya basladi garantiye gonderdim dis etken kaynakli 230 tl masraf cikarttilar yaptirmadim,0
kargo verilmesi gecikti,0
alalı 5 ay oldu aşırı ısındı kapandı servise gönderdim işlemci değişmiş şimdi telefon donuyor kendi kendine kapanıyor tekrar servise göndereceğim özellikleri güzel dayanıklı degil,0
görünüm iyi ekran büyüklüğü iyi şarjı tam dolu iken sadece sadece bir saat oyun oynarsanız film izlerseniz bir saatte şarj bitiyor bilginiz olsun,0
dunden beri bekliyorum hala kargolamadiniz,0
bugun kargoya verilmesi gerekirken satıcı kargolama yapmamış,0
1 haftadır kullanıyorum telefon kendi kendine kapanıyor şirket telefonu olarak tercih ettik beni zor durumda bırakıyor işyerinde sürekli tavsiye etmem geri iade vereceğim,0
arkadaşlar öncelikle telefonu alalı 1 sene 2 ay oldu kesinlikle özelliklerine bakmayın kağıt üzerinde iyi bir kere işlemcisi berbat mediatek mt 6753 ram in 3 gb olması performansına bir etki etmiyor bataryası 3000mah işlemci den dolayı iyi gitmiyor tek beğendiğim yanı ekranı oldu ekranın renkleri falan gerçekçi kesinlikle almayın derim,0
kesinlikle almayın telefonu ilk zamanlar durup dururken aşırı ısınıyordu öyle ısınıyordu cebimdeyken bile rahatsız ediyordu telefonla kısa mesaj gönderip almak sıkıntılıydı iki sefer servise gönderdim ancak düzeltebildiler onların yaptığı tek yazılım güncellemesi bir kaç ay sonrasında yine aynı şekilde kısa mesaj gönderip alamıyorum hala sıkıntıyı yaşıyorum başka telefona takıyorum sim kartımı herhangi bir sorun yok yerli destek olalım dedim bin pişmanım kendi kendine kapanıyor arada ayrı bir cumhuriyet kurmuş kafasına göre iş yapıyor,0
paranızı çöpe atmak istemiyorsanız uzak durun derim ben aldım telefonla konuşurken kapanıyor interneti şarzı ısınmayı geçtim alı diyemiyorum artı servise gönderdim yapmadan geri gönderildi ederi 100 lira oda çocuklar oynasın,0
alalı bir sene oldu canıma okudu resmen telefon dışarda güneşli havada güneşi görünce kapanıyor telefon çoğu oyun kasıyor instagramda falan gezerken aşırı ısınıp kapanıyor günde beş kere şarj ediyorum bir iki saatte bitiyor şarjı telefonun kendi galerisi müzik çaları bile yok play store den indirmek zorundayız zil sesi yaptığım şarkılar müzik çalardan siliniyor neler neler türk malı dedik saygı duyalım dedik böyle rezillik olmaz leş telefon şuan satamıyorum bile,0
bayrama yetişsin dedik amadün sözde kargolayacaklardışimdi bile sipariş ver 3 saate kargoda demesine rağmen 2 gündür hala paketleme sürecindeymiş,0
telefon almadan önce yorumları okudum iyi diyenden etkilenmedim kötü diyenden fakat şunu 4 ay sonra anladım kötü diyenler haklıymış telefon iyidir diyenler kendisi yakınları falan vestelde falan çalışıyor kola içecekseniz coca cola pepsi içeceksiniz gidip bimden le cola almayacaksınız telefon üretiminde uzmanlaşmışsa gidip ondan telefon alacaksınız şimdi iade prosedürleri uğraşıyorum,0
kargo geç geldi fatura gelmedi,0
cihaz ısınıyor geri iade ettim beklediğim çıadı maalesef anlayışı hepsiburada teşekkür ederim,0
hayatımda gördüğüm vasat telefon şirketimiz yerli yatırım yapalım dediler telefondan tam 10 tane aldık aldığımız güne lanet olsun telefonların kronik sorunu kendiliğinden açılıp kapanma problemiservise veriyoruz yazılım güncellemesi yaptık diyorlar hala aynı problem ısınma problemi kamerası kalitesi konuda sıkıntılı bir ürün size tavsiyem vestel ürünlerinden uzak durun,0
yorumlara güvenerek aldım herşey iyide kullanımı okadar alakasızki 4 ay oldu halen ha diyince istedigim şeyi bulup yapamıyorum diğer markalardan sırf farklı olsun enteresan hareketler yapmışlar galeri yok ekran görüntüsü alıyorsun araki bulasın özellikleri yüksek phalı telefonla kullanımda bi fark hissetmessin işte,0
telefon görünüş arak şık değil fiyata şık telefon olacak hali yok diyebilirsiniz harita dahi açsan aşırı ısınıyor yarım metreden yatağa bıraksan kapanıyor sürekli donuyor oyun yüklemediğim yoğun kullanmadığım halde böyle yapıyor il dışına çıktığım biraz yoğun kullanımda sürekli donuyor kapanıyor bataryasını sökmeden açılmıyor geri alıyorlar tamire yollasan geçici telefon veriyorlar resmen paramla eziyet çekiyorum işin özeti,0
telefonun işlemci ram ekran belirtilen özelliklere göre düşük performansa sahipdonma kasma vs can sıkıcı derecede mevcutbatarya 30000 mah olmasına rağmen gidiyorbunun dışında bir hata veriyorkulaklık çıkışı sesi yüksek seste bozuk veriyortelefon bildirimleri almıyor geç alıyor mesajları almıyordaha önce kulladığım orta düşük sekment akıllı telefonlar içindeki vasat çihazdırvestel akıllı telefon üretmek yerine tost makinası üretmeye devam etsinparanızı çöpe atmayınbenzer fiyat aralığında başka çihazlar alınayrıyeten hızlı güvenli teslimat hepsiburadaya teşekkürler,0
telefonu 27122016 tarihinde aldım üzerinden bir yıldan fazla geçti görüşlerim şöyle 1 ekran dokunma hassasiyeti kötü yazarken yanlış yapmanıza yol açıyor 2 telefonu yerli olduğu almıştım artık bunun firma açısından tüketiciler açısından amatör bir davranış olduğunu düşünüyorum bence firma insanları duygusal yönden manipüle etmek yerine kalitesi ön plana çıkıp evrensel bir pazarlama yöntemi seçmeliydi tüketiciler olarak rasyonel davranmalıyız ben artık böyle davranacağım firmanın bundan sonraki tutumu kendini bağlar 3 telefonun kalitesine gelince iş görüyor emsallerine göre zayıf kalıyor şöyle iş gezilerinde çalıştığım firmanın verdiği başka markanın emsal telefonu beraber kullandığımda bunu anladım 3 sonuç olarak gerek firmanın piyasaya yönelik mantık dışı kalite temelli olmayan yaklaşımı gerekse cihazın kalitesizliği sebebiyle bir sonraki telefonum başka olacak isteriz cari açığımız kapansın işçiye karşı davranışlarda duygusal olmayanların satışa gelince duygusallaşmasını samimi bulmuyorum,0
3ayda tus takımı bozuldu şarj bitip kapanırsa bidaha kaç saate açılır belli olmuyor erken 8saat sonra açılıyor,0
servisine güvenmeyin camını bile değiştirmiyor servissiz telefon resmen,0
telefon tam bir vasat eşim kendime aldım almaz olaydım eşimi dinlemedim yerlidir dedimparamız bizde kalır dedimama öyle olmadıbizde kalmıyacak telefon kapandı açılmıyorhiç açılmıyorbundan öncede kamera gitmişti zatenşemeke çekmiyorduçok üzüldüm hani yaparsak iyisi olurduvestel kullanıcı hatası diyorbundan önce lenovo 90a vardı 4 yıl kullandım beni üzmemişti baktım bozulmuyor duvara fılatıp klırdım ardından vesteli aldım z10 beni üzdü yine bir masraf çıktı,0
paranız boşa gitmesin ömrü bir yıl sürede sorunlu pil hızla bitiyor navigasyon çalışmıyor servise göre kullanıcı hatası,0
not yorum mağaza satıcı değil telefon markası içindir 1 5 yıldır kullanıyorum ilk zamanlar sadece pencere önlerinde çekiyordu ben operatörden kaynaklanıyor umursamamıştım 1 yıl sonra alt tuşlardan ikisi çalışmayınca servise gönderdim servisten geldikten sonra sonra artık pencere önlerinde çekmemeye başladı eşimin telefonu samsung operatörlerimiz aynı onunki 4 çubuktan 3 çekerken benimki hizmet yok diyordu üstelik navigasyonda sürekli gps aranıyor uyarısı alıyordum benim sim kartımı eşimin telefonuna takınca herşey normal tekrar servise gönderdim anakartı değişti geldiğinde değişen yoktu hala gururla çekmiyor baz istasyonuna 1 km çapında yakınsanız çekiyor bununda dışındaki alanlarda vasat üstelik kablosuz modemin hemen yanındaysanız kablosuz internette sorun yok yan odadaysanız vasat,0
telefonu beğenerek almama rağmen beni hayal kırıklığına uğrattı ilk bir kaç ay verdiğiniz parayı çıkartıyor sonra arızaları başlıyor ilk çıktığında almıştım şuan alt tuşları kullanmak google playden program indirdim çalışmıyor gün içinde bir kere donuyor herhangi bir işlem yapmama rağmen telefonun şarjı fazla 15 saat gidiyor bence paranıza yazık etmeyin,0
ilk 6 ay sorun yoktu sonra şarj sorunu geri tuşu çalışmama sorunu başladı diğer vestel modelleri mikrofon hassasiyeti kötü fiyata kaliteli telefonlar var sırf yerli aldım kalite yerlerde,0
z10 hayatimda gördüğüm iğrenç telefon 1 yıl oldu alalı alt tuşlar çalışmadı servise gönder dik kullanici hatasi dediler anlamıyorum bi z cihaz darbe sıvı temas olmadan kullanici hatası var ben anlamadım anlayan varsa anlatsın ha arada 1109 tl masraf çıkarttılar dememem şuki vestel uzak kalın,0
alalı 1 yıl oldukamerası bozuldubulanık gösteriyortavsiye etmiyorumbende yorumlara aldanıp almıştım aldanmayın,0
gps sorunu öyle programlarla düzelir cinsten değilsürekli uydu bağlantısı kopuyor düşük sar deselerde inanmıyorum aşırı isınıyor beynimizi akıtacak kütük takoz yerli odun resmen,0
telefon sıkıntılı yere düştü ekranı kırıldı onunla beraber tel mikrofon alt tuş takımı bozuldu üretici telefon parasına yakın ücret çıkardı normal telefon satan yerlerde yedek parça yok olan uyumsuz olduğunu söylüyorbunları bilin ona göre tercih edin,0
ben telefonu almadan yorumları okudum önüme güzel yorumlar geldi aldım telefonu şuan okadar pişmanım keşke kötü yorumlara denk gelseydim vestel falan almayın kardeşim alacaksanız adam gıbı sorun soruşturun telefoncuları vs ona göre alın sakın vestel almayın ışığı şarjı güzel olabılır instagramda hata veriyor arama tuşuna basıyorsun 10 saniye sonra arıyor velhasıl almayın kardeş,0
iyi rota bulunuyor yazısı çıkıyor 4 saatte rota tanımlanacak ben telefona bakıyorum telefonda bana bakıyor aman allahım şehir dışında kayboldum,0
yerli malı dediler aldım eyvallah bi önceki yorumumu yeni aldığımda görüntüsüne bakarak gayet olumlu yönde yapmıştım fakat 2ay kadar sürmedi arkadaşlar kısaca kırdım paramparça ettim arabada bluetooth uyumu yoktu ekran dokunmatiği berbat oldu aradığım kişilerde çoğunda bağlantı kopuyordu yüzden aradıklarım çağrı bıraktığımı sanıp geri dönüş yapıyorlardı telefonla alakalı sadece sarj iyi gidiyordu servise gitmedim adamlar olmamış telefonun neyini yapacaktı neyse neticede sorun yumağı telefona dayanamadım gururla paramparça ettim kurtuldum şimdi 2013de aldığım s4miniden yazıyorum vestele hakkımı kesinlikle helal etmiyorum yazık insanların duygularını suistimal etmeyi bırak mercedese şahin motoru takmakla olmuyor işler,0
yerli malı dedik iyi dedik hoş dedik lakin gps berbat şehir dışına falan guvenip gitmeyin ayrıca zaman zaman açılıp kapanıyor nedense bir cehennem ısınıyor şarj olurken s3 kullandım yıllarca böyle ısındığını bilmem haricinde hızı iyi fakat sadece hız önemli değil j7 prime alın alırsanız bundan iyidir,0
evet başlıkta yazdığım telefonu alalı neredeyse 1 sene olacak yerli malı dedik bir hevesle aldık telefonun artı eksilerini değerli milletimiz yazıyorum artıları qualcomm 3 şarj desteği var hızlı şarjı gerçekten iyi ıphone tadında kasası var hoş yanında verilen kulaklık güzel hoşuma gitti parmak izi sensörü gerçekten hızlı çalışıyor ekran gamı parlaklığı denildiği canlı güzel pikseller sık 64gb hafıza hafıza kartı desteği hafıza hendikabını egale etmişler eksileri android oreo halen verilmedi bir sürü telefona geldi vestel uyuyor üstüne z20 çıktı yine yok ortada güncelleme yazılımsal kaynaklı müzik çalar ses sistemi iyi değil kulaklık takarsanız takın ses çıkışı berbat donanımsal değil yazılımsal çözülebilecek sebepten dolayı bluetooth kulaklık tam ses performansı alınıyor gps kitinde sıkıntı var sürekli kopmalar yaşanıyor kronik bir sorun yazılımsal olabilir donanımsal özellikle bunu büyük harflerle yazıyorum dokunmatik tuş sisteminde parmak izi sensör kitinde kronik arıza var modelde 2 sefer servise gitti aynı sorun üzere üçüncüsünü beklemekteyim telefonu ilk aldığınızda güncelleme yapmazsanız sıfırlamadan kullanmaya başlarsanız telefon arama yaparken 20 30 sn ye donuyor güncelleme sıfırlama tamamen sorun çözülüyor kesinlikle bir performans canavarı değil oynatması gereken oyunları bile oynatmada zorluk yaşadığını gördüm ayrıca cihaz fena ısınıyor kısacası cihazı tamir ettirip kardeşime verdim bende yeter artık diyip sağlam fiyata huawei p20 pro aldım paşalar kullanıyorum mi vestel sağolsun parayı kısa yoldan kazanma zihniyetini terk etmediğimiz müddetçe bir miskal yol bile kat edemeyiz kalite standart anlayışı tam olgunlaşmamış maalesef yerli malından asla vazgeçmedim sizden vazgeçtim vestel teşekkürler,0
ilk başta mükemmeldi sonradan fark ettim ürün gps navigasyonu sürekli bağlantı koparıyor arkadaşıma aldırdım onda aynı mahcup oldum,0
öncelikle yorumu yayınlamanızı istiyorum zira önce başka ürünlerde tenkitim oldu yayınlamadınız budurum sitenizin taraflı olduğu izlenimini bana vermeye başladıbu hoş bir durum değil vestel z10 yorumum mart 2018de telefonu hepsiburada sitesinden aldım genel olarak memnundum ancak 1 ay sonra koruyucu kılıfı varken 50 cm den düştü arka kamera odaklayamamaya başladı bozuldu servise gönderdim hızlı bir şekilde garantiden tamir ettiler noktada servisin hızı beni memnun etti sonra 18 haziran 2018 suyla kısa bir süre temas etti telefonu hemen kapatıp kuruladım arka kapak normal yolla açılamadığı özel tornavida takımı gerektiğinden pili çıkarma şansım olmadı dolayısıyla pil çıkarılmadığı olur olmaz kurulayıp 1 hafta bekledim 1 hafta sonra telefonu şarja koydum sonuç malesef telefondan ses yok açılmıyor hemen servise verdim servis bana sıvı teması sizin hatanız 560 tl masraf çıkarttı muhtemelen ana kart arızası garantisi olan bir telefon vestel keşke yerliyi teşvik anakarta maliyetine bir fiyat isteseydi fiyatı istiyorsa fiyatı öde size sıfırı gönderelim deseydi malesef istediği fiyat telefonun yarı fiyatından biraz fazla sonrasında başka sıkıntılar vermiyeceği mechul yüzden yaptırmamaya karar verdim yorumlarda tarz benzer yorum şikayetler görmüştüm yerliyi desteklemek adına yorumları dikkate almamıştım yorumu telefonu alacaklara faydalı olması yazıyorum,0
şubat 18de çevreme yerli tavsiye ederek venüs z10 aldım aldıktan 3 ay sonra kendi kendine açılıp kapanmaya başladı arıza videosunu çekerek telefonu gaziantep güvennüssüne gönderdim telefonda yan tuş arızası olduğunu tuş değişimi yazılım güncellemesi yapıldığını belirterek gönderdiler buna rağmen geldikten sonra açma kapama tuşu yerinden oynuyordu telefon geldikten 10 gün sonra yine açılıp kapanmaya başladı ayrıca ekranda no command yazısı çıkıyordu yine videosunu çekerek servise gönderdim sonrasında belirtilen arıza tespit edilemedi diyerek telefonu geri yolladılar aynı sorun ikinci yaşandığı hatalarını kabul etmediler videosunu dahi çekmiş olmama rağmen arıza tespit edilemedi denildi kendime inandırmak başka yapmalıyım beni yerli malından soğutan güvennüsse teşekkür ediyorum telefon 4 ayda iki garantiye gitti hala sorunum çözülemedi sadece yerli malı olduğu aldım bir alarak üzerime düşeni yaptığımı düşünüyorum bundan sonra asla vestel telefon almayı düşünmüyorum,0
ben hayatımda böyle adi böyle kalitesiz telefon görmedim sakın almayin gidin j7 alın iyi huwaaei alın iyi bunu almayin,0
berbat,0
berbat bir telefon internette gezinmek bir eziyet programlar kasıyor bir şarj konusunda iyi gerisi çöp aynı fiyata mate 20 alıp denemediğime pişmanım,0
yavas sarj oluyor samsungtan uzak durmanizi tavsiye ederim,0
telefon çöp sarj 1 gün gitmiyor aşırı ısınıyor aldığıma pismam oldum,0
güya hızlı kargo deniliyo bana tam 6 günde geldi bunun neresi hızlı ayrıca pil ömrü düşük pil 1 günü zor çıkartıyor hatta bazen oyun oynarsanız çıkartmıyor bile parmak izi okuyucusu kafasına göre bazen okuyor bazen okumuyor almayın benim pişman olursunuz,0
telefonun görünümü estetik performans olarak fena değil herkesin belirttiği parmak izi okuyucu sıkıntılı geç algılıyor bir kaç denemede açmanız gerekebiliyor kamerayı önemseyenler beklentinizi bir şekilde karşılamaz iphoneun basit telefonunun kamerası bile kanaatimce a50nin kamerasından iyidir,0
kamerası kötü görünüşü iyi aldık yanıldım,0
buradadan telefon alırken iki kere düşünün,0
ürünün kargolanmasi paketlemesi gayet güzel di ancak bizi memnun etmeyen olay ürünün faturasında satışında samsung türkiye garantili yazmasına rağmen gelen ürünün kutusunda genpa nın bandrollü bulunmakta idi ınşallah telefon ilgili garantilik bir durumumuz olmaz zaman elimden gelirse yaparım sorun haricinde gayet güzel,0
berbat,0
berbat bi telefon sakin almayin ben aldim hicbir ozelligi yok kamerasi berbat,0
sevgili arkadaşlar 3 senelik bir samsung a8 kullanıcısıyım telefonu kesinlikle tavsiye etmiyorum dijital pazarlama uzmanı olarak görev yapıyorum aynı ayna pek uygulama açık kalmak durumunda telefonda ısınma problemi donma uygulamaları kapatma pek fakei var telefonun bunların dışında garantim var samsung servisleri mevcut falan sakın güvenmeyin servise giden telefon elinize ulaşmıyor ulaşsa önceki halini mumla arıyorsunuz kitledikleri fiyatlar bir telefon parası son canıma tak etti xiaomi aldım vallahi omzumda yük taşıyormuşum yarı fiyatına 2 katı performans aklı olan samsung almasın,0
arkadaşlar ürünü eşime aldım bataryası gayet iyi nerdeyse iki gün gidiyor fakat kamera gelince açık havada gün ışığında sorun yok idare eder duruyor fakat iç mekan fotoğrafları gündüz yeterli ışık olmasına rağmen kötü bekleneni vermiyor iç mekanda aynı anda çekilen aynı fotoğrafların birini tutmuyor idare eder kalitedeyken diğeri kötü olabiliyor makinenin netlemesi yavaş biraz önce söylediğim dengesiz renkler cansız solukbenim 3 yıl önce aldığım halen kullandığım samsug galaxy s7 nin 12 piksel lik kamerası kat kat iyi kalite fotoğraf çekiyor çabuk netliyor s7 a50 çektiğim fotoları bilgisayar ortamına atıp karşılaştırdım a50 beklenenin altında a50 nin bütün kamera ayarlarını denedim güncellemeri yükledim nafile kamera açısından hüsrana uğradım batarya işlemci 6 gb ram olarak iyi görüyor fotoğraf sizin biraz önemliyse kesinlikle uzak durun aldığıma pişman oldum saygılar,0
urun hızlı bir şekilde elime ulaştı şuan kullandigim üründen pek memnun kalmadım kargo kutusunun içindeki telefon kutusunun açılmış olduğuna bir anlam veremedim urun genel olarak iyi telefon kutusunun açık olması kafa karıştırıcı ayrıca telefonun 4000 mah gücünde pili olduğu yazıyordu özelliklerde 1 gün bile gitmiyor bataryası telefon kutusunun açık olduğundan dolayı kendimi kaziklanmis hissediyorum,0
zamana kadar kullandigim kötü telefon şarj yeri bozuk herhalde sürekli nem algılandı şarj aleti takıldı çıkarıldı uyarısı yapıyor çoğu zaman şarja taksam bile şarj olmuyor 15 20 denemden sonra yavas şarj oluyor şarjı birgün zor gidiyor kapağı dayanıksız üzerinde şeffaf kılıf olmasına rağmen cebimdeyken bir yerinde ezik görünüyor parmak izi sensor çoğu zaman tanımıyor kamera görüntüsü kötü video izlerken ekran otomatik yana dönmüyor vb bir sürü sıkıntı kesinlikle tavsiye etmem,0
hepsiburada siparisimi cok gec gonderdi musteri hizmetlerine ulasmada cok gucluk cektim ilgi alaka hizmet kalitesi berbat bir hepsiburada dan hicbir sey almayi dusunmuyorum,0
çekim gücü zayıf bir telefon j 4 telefonum bile iyi cekiyor,0
hızlı gayet iyi telefon fakat iphone 5 bile bundan kat kat net fotoğraf çekiyor fotoğraf konusunda berbat büyük bir eksik,0
öncelikle şunu belirteyim pubg mobile oynayacağım 6 gb ram ine bakıp alacak olan arkadaşlar büyük hata yaparlar cihazın 6 gb ram le bir alakası yok sorarsan evet ram 6 gb oyunda kasıyor takılıyor akıcı oynatmıyor ben kanser oluyorum bilginiz olsun öyle netten oynatıyor bakmayın arkadaşlar bunun dışında genel kullanımda arayüzündede akıcılık yok takılmalar oluyor sayfa geçişlerinde ben bin pişman oldum parayı verip aldığıma acil elimden çıkarmam lazım kamerası idare eder ses seviyesi idare eder tasarıma baktığınızda oda idare eder performans isteyen varsa acil çıksın telefonun sayfasından,0
samsung a50 ilk hafta karşı taraftan gelen sesi duymak zorbazen duyulmuyortavsiye etmiyorum,0
şık performansı iyi bir telefon gün içerisinde yoğun kullanıyorsanız bitiyor ancak edge ekranı koruması zor telefonla gelen kılıf korumuyor 2 haftada küçük bir darbeyle kırıldı ekran ses bozukluğu biraz var ek olarak şunu belirtmeliyim türkçe menü konusunda samsung saçmalamış diğer yeni modellere baktım onlarda varmış absürd kısaltmalar kullanmışlar bazıları anlamak mümkün bile değil alanın önde gelenlerinden diyebileceğimiz bir firma böyle bir özensizlik yapar şaşırdım doğrusu türkçe metinleri sığdırmak mi zaman harcamak istemediniz türkiyedeki alıcılar olsa alır gözüyle bakılıyorlar galiba bundan dolayı samsung telefonlar benim bitmiştir nedenle 1 yıldız,0
2018 mayıs ayında satın aldığım note fan edition güzel tasarımlı fiyat performans cihazıydı fakat son 1 ayda ekranı yandı yarısı kırmızı olarak görünüyor şarjı çabuk bitiyor ekran yanığı sanırım samsunglarda kronikmiş kimseye tavsiye etmiyorum,0
telefonu araştırarak beğenerek satın aldım 45 ay severek kullandım taki sensörler bozulana kadartelefonun ileriki dönemlerde ortaya çıkan kronik sorunları varsensör ekran dokunmatik arızaları gibiteli servise gönderdim 24 iş günü sonrası heryere şikayet ederk para iadesi kararı verdilerşansınız iyise sorunsuz bir note 7fe denk gelebilir bir arıza çıktığında yedek parça sıkıntısı varalacak olan arkadaşlara bol şanslar,0
şebeke kildi soruyor yardımcı olun,0
arkadaşlar telefonun kısa sürede şarzı bitiyorböyle bi telefonun şarzı iyi olması gerekir,0
ürün aldıktan 1 ay sonra ekranım kırıldı 30 cmden düştü ekran fiyatı can yakacak düzeyde,0
pahalı indirime girmesini bekliyorum,0
şarj inanılmaz kötü,0
6 ay önce aldım ekranı kırdım ekranı bataryası vs yedek parçaları bir yerde yok telefonun delta servis dahilçekmecede duruyor telefon bunu göze alarak alın telefonu,0
tarz telefonların modası bitti çöp,0
arkadaşlar ürünü alalı 3 ay oldu ekran dokunmatiğinin sağ tarafı boydan boya gitti dokunmatik bölgede çalışmıyorgarantiye götürdüm iade talebi kronik bir sorun olabileceği söylendişuan beklemedeyiz sonuçlandığında tekrar bilgisini vereceğim,0
telefonu iki aydır kullanıyorum ilk başta hiçbir sorun yoktu aralar sürekli donma oluyor telefonu açıp kapatmak mümkün olmuyor tus kilitini açınca ana ekrana ulaşamıyorum ekran kararıyor garantiye göndereceğim umarım ilgilenirler,0
urunu çarsamba günü sipariş verdim bugun pazartesi hala elime ulaşmadı cuma günü aradığımda cumartesi gelir dediler şubeye gittim gelmedi dediler pazartesi aradım bugun evinize gelicek dediler gelen giden olmadı burada kendini kanıtlamış bi firma aras kargo berbet bi kargo firmasıyla çalışmamalı,0
2 aydir kullaniyorum ekranda sorun cikti ısındıgı zaman ekrada bozuk tv izler gidip geliyolar cekmeyen tv cok can sıkıcı garantiye versem asla olumlu cevap alamicagimi bildigim topa girmek bile istemiyorum tamamen ekran tamamen bozulana kadar garantiye vermeyi denemicem,0
telefon türkiye samsung garantili değil parçası bulunmuyor bir tek delta serviste var ekranı kırılgan hassas fiyatıda 1500tl ona göre alın,0
telefonun özelliklerine diyecek bir yok fiyata mükemmel ötesi herhangi bir arızada ekran kırılmasında elinizde patlar ekranını bulamazsınız riski alırsanız alabilirseniz alabilirsiniz,0
